restaurant_id,num_reviews,avg_localness,pct_local_reviews,pct_tourist_reviews,local_weighted_rating,tourist_weighted_rating,tourist_penalty,adjusted_score,name,neighborhood,cuisine,city,google_place_id,address,total_score,review_count,image_url,url,p_safe_pick
r_ee2709,50.0,0.339971902712816,0.0,0.62,4.613375017005974,4.471903741177324,0.0,4.613375017005974,Champion Pizza Ditmars,Astoria,Pizza,NYC,ChIJBctIrUhfwokRtpKFzdnLxEo,"22-36A 31st St, Astoria, NY 11105",4.6,440,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDUmXNMZS6-vxXUMVBYXqscHvurO6IcC51kVRKj-EvHAWsM1Y48A1lck0OC5DFR_CXQAqJaxQcftapNrU08JWEXHvooHFxxmiCVOgzl0nMT5eSiGM9yuCtQCO-yI5QANFYOu6J=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Champion%20Pizza%20Ditmars&query_place_id=ChIJBctIrUhfwokRtpKFzdnLxEo,0.7412477149234454
r_d264d2,50.0,0.17751200979257634,0.0,0.74,4.6237319344520875,4.655669258596223,0.03193732414413564,4.607763272380019,Friends Halal,Manhattan,Halal,NYC,ChIJUduE5F1ZwokRUt-_t9UQ_3Q,"1470 2nd Ave, New York, NY 10075",4.5,78,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAtzisbZFJ2gNJsAS3_2EDQ0jzspDh77PGppADN2qe8StU2YIaNprLxNAe1E5eMk1kHUEIQMoFb8icEcJlvo2ySHTfuYV9fVZz1taf2gPjcvjDfIALDbOQZtWlkaR2bmcu0H2G=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Friends%20Halal&query_place_id=ChIJUduE5F1ZwokRUt-_t9UQ_3Q,0.7374920038103477
r_e86a8b,50.0,0.25688669771266426,0.02,0.74,4.598596558711389,4.41208858168449,0.0,4.598596558711389,Arth Aljanatain,East Bronx,Restaurant,NYC,ChIJ9UxILNn1wokRcGOKZ15EcIY,"700 Rhinelander Ave, Bronx, NY 10462",4.6,151,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqITAQWp8iPFsjo0Zigo4BI5UuZggLy3EMxZtq0NxK0ZK1UNrcpDpkV1lTZLJnicjPIuVPYI3pr70bcOAkSCabcgg3hN7WWDYkYtrTp09B5vg_RBjOfZVGtjtSPmmKOSnmpsybD=w408-h391-k-no,https://www.google.com/maps/search/?api=1&query=Arth%20Aljanatain&query_place_id=ChIJ9UxILNn1wokRcGOKZ15EcIY,0.7313570973435372
r_82642e,50.0,0.22609399426809554,0.0,0.6,4.591660746857961,4.41784391546138,0.0,4.591660746857961,Gotta Getta Pizza,West Bronx,Pizza,NYC,ChIJVVVFNmv0wokRssdueDOUpUk,"1735 Townsend Ave Store A, Bronx, NY 10453",4.5,94,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepCSJQtXNaXAo7ay3WzgBilVGzwhASu7F0J4LmHwospu8zw-sZSuwMs1drycEJha52hCnkTJAoADwW9nW98jruE5-86pJogA-EOmZjXK1zjum5gf3miEBc2QQcGN-SDfc9-eJyOLMXqFIaN=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Gotta%20Getta%20Pizza&query_place_id=ChIJVVVFNmv0wokRssdueDOUpUk,0.726715242199988
r_473f9d,50.0,0.23237340806296453,0.02,0.84,4.615133784344703,4.673581753873847,0.05844796952914422,4.585909799580131,Dakota's On The Cove,East Bronx,Seafood,NYC,ChIJGfMswIuLwokREBZCxHNbt7U,"3154 Harding Ave, Bronx, NY 10465",4.6,145,https://lh3.googleusercontent.com/gps-cs-s/AHVAweokI8axVRs3O3iQJburfLCBHKEC67EBH5mBghxC-4HGYaS3rK5iof7yNH3ZlOKYQ5Q9o8MpOFNNhwd-6_0_KB0hbmJyp0mSyWJwP6S7WpAW_IIupZJr3Ik1dT9_Aw4AF1on3-tE=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Dakota's%20On%20The%20Cove&query_place_id=ChIJGfMswIuLwokREBZCxHNbt7U,0.7228663684464872
r_51f664,50.0,0.2597039752947898,0.02,0.76,4.584725873226067,4.4162447939500655,0.0,4.584725873226067,Tasty Choice Shawarma,East Bronx,Mexican,NYC,ChIJS8RiCaL1wokRGlmNErWV1lI,"704 Morris Park Ave, Bronx, NY 10462",4.5,513,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoi-DULTxYDLdslsgxA5xrAa3S5Aut6MscL8ocRKqZecYwZm2yD3DqOYfDrYTOjLLB0N9w3PNc0_m0TSDE49O1G9Kvno1bcUsv6hHzmz2QutlSdnXkAMV1akRX586V6HWzbouff5YpAc0tm=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Tasty%20Choice%20Shawarma&query_place_id=ChIJS8RiCaL1wokRGlmNErWV1lI,0.7220740149697303
r_da550e,50.0,0.33338830660830077,0.02,0.62,4.584710600012105,4.3976292732841245,0.0,4.584710600012105,Halal bites parkchester,East Bronx,Restaurant,NYC,ChIJ8-GcBdX1wokRYd6VZBd98c0,"11 Hugh J. Grant Cir, Bronx, NY 10462",4.6,82,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBbBErIPDCUYHr_Q76JsOwiGurVZtK8EW3Ci77ZtDv3vctI0GxsocoPHkgdObuRvROCJbelSfQB3wUVF5OJSeNLx-4QPY2i6cJNfiIkbytfkw1K_E3dsULujlpJr227xY_bS5TaoDx_cvX=w408-h725-k-no,https://www.google.com/maps/search/?api=1&query=Halal%20bites%20parkchester&query_place_id=ChIJ8-GcBdX1wokRYd6VZBd98c0,0.7220637932324218
r_148f5a,50.0,0.2280108210716517,0.0,0.86,4.582018698161339,4.398054075291255,0.0,4.582018698161339,Emilio's Pizza,East Bronx,Pizza,NYC,ChIJDWUavz2LwokR4gZL2WX_umY,"3843 E Tremont Ave, Bronx, NY 10465",4.4,465,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer53g9djORfqpFwrM_IkBkFzX16caJssEYph9bZ7s6A6kV-eZypvzsxrv-gKH-BA7OMPGQ_dDF_l-cwnz2n1fpBQr2DeRXh3-vWWK6S4opZRxXq4gOznPt-AoHOJRrQGYwRAZB8=w507-h240-k-no,https://www.google.com/maps/search/?api=1&query=Emilio's%20Pizza&query_place_id=ChIJDWUavz2LwokR4gZL2WX_umY,0.7202622134439312
r_bb744e,50.0,0.22089992882665763,0.0,0.78,4.580145330114668,4.506447406687549,0.0,4.580145330114668,RAIRAIKEN UPTOWN,Manhattan,Ramen,NYC,ChIJcRgR0W72wokRfT2l0W4NVIs,"1467 Amsterdam Ave, New York, NY 10027",4.2,222,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqH9nYRj6a1vVYFiulhxbBggk4YY7F7kw7kwHXGy4o8_c_b3FWlvXGDk43Y4nskCMjQXX_JGbGbTNZFq5TvygSqt3tj41W0fKFPsrs4K6BxByQTN7rz0f5zkWS-PZDqswrFTG8=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=RAIRAIKEN%20UPTOWN&query_place_id=ChIJcRgR0W72wokRfT2l0W4NVIs,0.719008444845969
r_1ceab5,50.0,0.3159509006485283,0.0,0.72,4.578610941909323,4.434453246207636,0.0,4.578610941909323,Sugar Restaurant,West Bronx,Restaurant,NYC,ChIJEQ7GGTj1wokRPTSSOZSVons,"1010 Southern Blvd, Bronx, NY 10459",4.7,1603,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer2zX6U_m95zLfsmrcJ88AyzO8a_usedHeI__KuRU7lXb9Fr-V57JUoAYoUnGBZne0cEKL1OSj5Nr6Kmf6SYyFWpIfvHghT7Qas7SqytEEyDzXRvZz_saTSw4XDD6g-kmAr6Zjl=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Sugar%20Restaurant&query_place_id=ChIJEQ7GGTj1wokRPTSSOZSVons,0.7179815415888311
r_40dbd3,50.0,0.19670972076387042,0.0,0.94,4.578492970128548,4.455881041820131,0.0,4.578492970128548,Lava Shawarma,Manhattan,Middle Eastern,NYC,ChIJiTDLmplZwokR2zzmWDAd7zU,"1640 3rd Ave, New York, NY 10128",4.4,213,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtSiVvqL8jAGFGyoSpy2wD5Zxfe9E2H5mohuQrhq6-Jy5DMehPW9nV1ZgKKR1cj4jDwgS3x2wX80HWK-n3UEjaKBnzCFcHVL8l-rrnfFhs7FDGQqJjd-hAoiIMPdeeDLqDCW8zshme3m4=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Lava%20Shawarma&query_place_id=ChIJiTDLmplZwokR2zzmWDAd7zU,0.7179025879019437
r_fc1096,50.0,0.23562660013995504,0.0,0.84,4.578267551691935,4.371212267297013,0.0,4.578267551691935,DunHuang Lanzhou Beef Noodle,Flushing,Chinese,NYC,ChIJaThBeBBgwokRPMezjTqipjs,"136-21 37th Ave, Flushing, NY 11354",4.5,1287,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqlX1eRhXmQs5ABnfspVlb-TNSZfWR5kAlntafv47sQ0aeznt0oTpBZcCNADnh6HL0MYHWV5Di_Krmj1iG5nUgmH4bYOUBS_W6gz1cnAGFtBUkmtGVwVTWZnVZOwtkTazEKL-o=w408-h271-k-no,https://www.google.com/maps/search/?api=1&query=DunHuang%20Lanzhou%20Beef%20Noodle&query_place_id=ChIJaThBeBBgwokRPMezjTqipjs,0.7177517245637283
r_e430d8,50.0,0.18805473688663155,0.0,0.96,4.615806281127853,4.694867914699061,0.07906163357120821,4.576275464342249,Louie & Ernie's Pizza,East Bronx,Pizza,NYC,ChIJHaL2lUWLwokRaeoqV_Sr8KM,"1300 Crosby Ave, Bronx, NY 10461",4.6,1802,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerm_yXr9XQydgsRvKPMC1NXIJxsr1FQJqvs7w2yAKt9Fbk95Vr10vCf951EXw9w34_ZzZi0EnLxJooODzDEup1o4vxAdRkPXDrEASJcRLiT8M1Ul-8APr06k2CNEi-HuhoTtDViI47KZbFc=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Louie%20%26%20Ernie's%20Pizza&query_place_id=ChIJHaL2lUWLwokRaeoqV_Sr8KM,0.7164185019928233
r_66a16f,50.0,0.2094167690441616,0.0,0.88,4.6449324662539775,4.790480119227724,0.14554765297374672,4.572158639767104,Kyodong Noodles,Long Island City,Korean,NYC,ChIJYxp3JwBfwokRvVo64eVsYSo,"34-51 48th St, Long Island City, NY 11101",4.7,149,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgh-e_YLFRkBDGxeJnsdTCa1sITYz_XTbofrRjtkjfZilQlDNMGb19Z01XItyAf4j9M8m_6zG4d6g1f2Gs282HDYHMGmPbZFoIiX2zLLmQ5NF4kgHGc09kar0cQtcx1gXVA4ohnTg88aGW=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Kyodong%20Noodles&query_place_id=ChIJYxp3JwBfwokRvVo64eVsYSo,0.7136632797155953
r_1e1fd6,50.0,0.19564278081644954,0.0,0.94,4.564437428189447,4.50919154100197,0.0,4.564437428189447,Mochiron Izakaya,Long Island City,Japanese,NYC,ChIJOV_brMFfwokRLBtLLaAAslM,"34-18 30th Ave., Long Island City, NY 11103",4.6,395,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLfTRw9YGDPOZJoa3W6qtvICoAlA9iJQgsTxSXw9_74dWzYyFfx0yeilz4h1ADTPbZ6i6kI_SAt3u1N-fLh8xB2_IqzDeGxB6IcYmYlYvVE_E2VT4Cu_fkaFknWSrFnG0Xr5o=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Mochiron%20Izakaya&query_place_id=ChIJOV_brMFfwokRLBtLLaAAslM,0.7084957886657242
r_a71b4f,50.0,0.267874496815428,0.0,0.76,4.650582638090806,4.827352005291183,0.17676936720037695,4.5621979544906175,K•Soul Asian&Sushi & Bar,East Bronx,Japanese,NYC,ChIJa30V8v-LwokRA7fYQEwiQt0,"3811 E Tremont Ave, Bronx, NY 10465",4.8,59,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfngnbjCEeDe2l6qREq8HiWc01VbEc8wNvWIAN_29mJEKEJd-nbXhKeTvko7zBm5ojGOvztH2lH4lc3x9IeiMxEfPjJtovYrHGjvYuTHoqlLD4dM_innSSGgeWNmUxgtsMvCeCAbykHlOj=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=K%E2%80%A2Soul%20Asian%26Sushi%20%26%20Bar&query_place_id=ChIJa30V8v-LwokRA7fYQEwiQt0,0.7069970005314095
r_67dc9b,50.0,0.19945228732650844,0.0,0.94,4.56057974684657,4.534872663407604,0.0,4.56057974684657,Pine Restaurant,East Bronx,Italian,NYC,ChIJIcUqAKP0wokRJzfqJIeeYkA,"1913 Bronxdale Ave, Bronx, NY 10462",4.5,4747,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqAR2M1rKs1tyHlwxoKTKHDXSzxKV_7D55O30MPGio0uf-2uu9fXjQGzRkiaVIGdRc36hqHIA353XbvNnjKnu-Zn4QUutDDTSrH8xvptcn9Ba_I_VG4sdiWOXJSylynGGZSUd0Frw=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Pine%20Restaurant&query_place_id=ChIJIcUqAKP0wokRJzfqJIeeYkA,0.7059140003528305
